full_text,sentimen
yang paling parah adalah narasi bahwa penangkapan dan penggeledahan bisa dilakukan sewenang-wenang. padahal aturan di ruu kuhap super ketat dan semuanya wajib izin pengadilan. jangan mau dibikin takut oleh hoax tentang kuhap waktunya tetap waras dan lawan disinformasi dan hoax,positif
salah satu hoax tentang kuhap adalah klaim bahwa pemerintah bakal bebas melakukan penyadapan. padahal faktanya penyadapan nggak diatur di ruu kuhap dan justru bakal diatur di uu khusus yang wajib pakai izin pengadilan. fix ini alasan kuat buat terus lawan disinformasi dan hoax,positif
"hoax tentang kuhap sering mengaitkan penyadapan bebas dengan ruu kuhap. padahal, penyadapan diatur uu khusus, wajib izin. mari lawan disinformasi dan hoax",positif
"lawan disinformasi dan hoax  
poster viral di media sosial berisi kekhawatiran terhadap pengesahan kuhap baru.
poster ini banyak diunggah pengguna instagram 
hoax tentang kuhap",positif
"poin pertama nih! banyak yang bilang kuhap bakal ngatur soal penyadapan. padahal, hoax tentang kuhap itu nggak sepenuhnya bener! penyadapan itu lawan disinformasi dan hoax yg bilang diatur di ruu kuhap. faktanya, itu bakal diatur di uu khusus yang wajib izin pengadilan. clear ya?",positif
"isu blokir rekening: jaminan hak properti! 

pamflet hoax bilang rekening bisa diblokir asal. padahal, ruu kuhap membuat prosedur blokir rekening dan data digital itu terikat pada izin hakim. ini bukti bahwa kepentingan sipil dijaga.",positif
"share.google/gxd1zxe9lkflfu
…

sita hp kapan aja? serius? itu bukan informasi itu halusinasi kolektif penuh hoax tentang kuhap tapi entah kenapa tetep laku keras makanya kita gak boleh capek buat lawan disinformasi dan hoax biar gak jadi bangsa yang gampang dikibulin.",positif
soal penyadapan tuh dibikin ngeri-ngeri sedap padahal penyadapan malah nggak ada di ruu kuhap dan bakal diatur di uu khusus plus wajib izin pengadilan. jadi yang nyebarin itu basically bikin hoax tentang kuhap makanya penting banget lawan disinformasi dan hoax.,positif
"bilangnya penyadapan bakal liar? faktanya: penyadapan gak ada di ruu kuhap dan nantinya wajib izin hakim. media sosial memang cepat, tapi kalau cepatnya menyebar hoax tentang kuhap ya kita wajib lawan disinformasi dan hoax",positif
"guys, geger banget soal kuhap baru! banyak yang sebarin info simpang siur, katanya polisi bisa seenaknya nyadap dan sita hp. ini nih sumber masalahnya hoax tentang kuhap makanya kita harus lawan disinformasi dan hoax biar gak panik duluan!
_",positif
lawan disinformasi dan hoax yang bilang ada penangkapan sewenang-wenang itu salah semua di ruu kuhap harus based on izin pengadilan dan syaratnya super ketat melawan hoax tentang kuhap,positif
"ruu kuhap lebih melindungi ham, makanya kita wajib lawan disinformasi dan hoax terhadap hoax tentang kuhap",positif
"pamflet itu cuma mainin emosi kita biar takut, padahal kuhap baru justru lebih melindungi kita dari abuse of power.
hoax tentang kuhap gagal bikin kita bodoh lawan disinformasi dan hoax dengan cara paling gampang: share thread ini.",positif
"kuhap baru justru perisai rakyat dari kesewenang-wenangan.
jangan biarkan hoax tentang kuhap menang. save thread ini, tag temen yang masih percaya pamflet, dan mari kita lawan disinformasi dan hoax sampai tuntas",positif
"siapa di sini yang udah overwhelmed sama semua hoax dan narasi seram tentang ruu kuhap? kamu nggak sendirian! saya tahu rasanya panik. tapi, kita nggak boleh kalah.",positif
eh kontol kenapa lu dari kmaren ga menyuarakan soal ruu kuhap???,negatif
"pamflet lagi viral: “kuhap baru kasih polisi kuasa sadap & geledah seenaknya!”
itu hoax tentang kuhap murni! penyadapan malah dikeluarkan dari kuhap, bakal diatur uu khusus + wajib izin pengadilan lawan disinformasi dan hoax mulai dari sini",positif
faktanya jelas: penyadapan itu tidak diatur di ruu kuhap. hoax tentang kuhap harus dihentikan. lawan disinformasi dan hoax dengan info resmi—penyadapan justru bakal masuk uu khusus dan wajib pakai izin pengadilan.,positif
"pamflet lagi viral: “ruu kuhap kasih polisi kuasa sadap & blokir rekening seenak jidat!”
hoax tentang kuhap level dewa ini. realita: penyadapan ga ada di kuhap, bakal diatur uu terpisah + wajib izin pengadilan lawan disinformasi dan hoax mulai dari sekarang",positif
banyak informasi menyesatkan beredar soal revisi kuhap. jangan tertipu! foto ini menjelaskan mana yang fakta dan mana yang hoax. saatnya hoax tentang kuhap kita luruskan bersama. lawan disinformasi dan hoax,positif
"intinya, ruu kuhap enggak ngasih power bebas ke aparat. justru ngasih batasan! hoax tentang kuhap itu cuma drama, so lawan disinformasi dan hoax yg beneran ngena adalah faktanya.",positif
"pokoknya, kuhap baru ini justru memperketat prosedur aparat, bukan mempermudah. hoax tentang kuhap itu cuma misleading. lawan disinformasi dan hoax yg ada dengan fakta yang jelas!",positif
drama penyadapan liar itu cuma jual ketakutan. ruu kuhap gak atur itu. ada uu khusus dengan izin pengadilan. hoax tentang kuhap harus dilibas dan wajib lawan disinformasi dan hoax,positif
padahal aturan di ruu kuhap superketat dan butuh izin pengadilan. jelas ini bantahan keras atas hoax tentang kuhap dan alasan kenapa kita harus lawan disinformasi dan hoax,positif
"lagi-lagi pamflet sampah nyebar: “kuhap baru = polisi jadi raja, sadap bebas!”

hoax tentang kuhap murahan banget. penyadapan malah ga diatur di kuhap, nanti di uu sendiri + wajib izin hakim lawan disinformasi dan hoax mulai dari lo!",positif
"bagian pamflet yang paling ngakak: “penangkapan bakal barbar”. 
bro, ruu kuhap justru bikin prosesnya super ketat dan wajib izin pengadilan. informasi mereka cocoknya buat stand up comedy. stop percaya hoax tentang kuhap dan wajib lawan disinformasi dan hoax",positif
ruu kuhap memperketat penangkapan penahanan penggeledahan semua butuh izin pengadilan jadi hoax tentang kuhap soal sewenang-wenang itu basi kita wajib lawan disinformasi dan hoax,positif
"mereka teriak “penyadapan nanti liar!!” padahal ruu kuhap aja nggak ngatur penyadapan. itu bakal diurus di uu khusus plus wajib izin hakim. lah ini jelas hoax tentang kuhap 
ayuk lawan disinformasi dan hoax biar nggak ikut kena kabut kebodohan.",positif
"justru dengan syarat yang ketat, kuhap baru ini mencegah abuse of power, yang menjadi counter-argument terkuat terhadap hoax tentang kuhap
 be wise, kita harus lawan disinformasi dan hoax ini.",positif
"pasal-pasal tentang liberty (kebebasan) ini paling 'dijaga' di ruu kuhap, selalu butuh judicial review untuk mematahkan narasi hoax tentang kuhap bersama, kita lawan disinformasi dan hoax dengan mengedepankan hak asasi.",positif
penyadapan? gak ada di ruu kuhap. ada uu khusus plus izin pengadilan. hentikan hoax tentang kuhap bareng lawan disinformasi dan hoax,positif
"setiap ada regulasi baru, muncul juga hoax tentang kuhap dari alumni “universitas forward pesan”. ayo kita lawan disinformasi dan hoax yang bikin gaduh.",positif
salah satu isu yang disebarkan adalah klaim bahwa  padahal ini hanya bentuk hoax tentang kuhap faktanya penyadapan tidak diatur dalam ruu kuhap dan justru akan diatur dalam undang undang khusus yang mewajibkan izin pengadilan. masyarakat perlu terus lawan disinformasi dan hoax,positif
"pamflet itu dibikin orang yang takut kuhap baru bikin mereka susah main kotor. udah jelas motifnya
hoax tentang kuhap harus kita kubur dalam-dalam lawan disinformasi dan hoax sampai habis!",positif
"klaim bahwa aturan kuhap baru membolehkan penahanan semena-mena adalah hoax tentang kuhap , dan kita wajib lawan disinformasi dan hoax .",positif
"lagi-lagi ada pamflet kuhap baru bikin orang takut setengah mati. katanya polisi bakal nyelonong masuk rumah.
ini hoax tentang kuhap level keterlaluan. kita lawan disinformasi dan hoax sekarang juga!",positif
"dosen umy nilai sejumlah ketentuan revisi kuhap bertentangan dengan uud 1945
umy.ac.id/dosen-umy-nila
…",negatif
"penyitaan barang di ruu kuhap: wajib mendapat izin dari ketua pengadilan negeri, ini barrier kuat melawan asumsi hoax tentang kuhap
publik harus lawan disinformasi dan hoax dengan fokus pada frasa 'izin ketua pn'.",positif
tadi lihat pamflet soal kuhap yang isinya bikin banyak orang bingung jadi penting banget buat kita kenali hoax tentang kuhap dan tetap bareng-bareng lawan disinformasi dan hoax,positif
"let's talk penyadapan. klaim hoax tentang kuhap itu seolah ini bebas. reality check: penyadapan tidak diatur di ruu kuhap, tapi di uu lain dan wajib izin pengadilan. lawan disinformasi dan hoax yg nggak sesuai source code.",positif
stop mengkonsumsi hoax! pamflet ruu kuhap yang beredar itu fake news. jelas itu hoax tentang kuhap yang disebar oknum. tugas kita lawan disinformasi dan hoax dengan 4 fakta valid. baca di bawah!,positif
"klaim soal penyadapan di ruu kuhap itu hoax tentang kuhap itu missleading. penyadapan nggak ada di situ, tapi bakal diatur di uu khusus yang butuh izin pengadilan. lawan disinformasi dan hoax yg bikin traffic gaduh",positif
isu penyadapan menjadi kecemasan publik. padahal dokumen resminya menunjukkan penyadapan tidak masuk dalam ruu kuhap dan justru akan diatur lewat uu khusus dengan izin pengadilan. fakta ini membantah hoax tentang kuhap dan memperkuat urgensi lawan disinformasi dan hoax.,positif
pamflet-pamflet baru makin dramatik padahal isinya cuma twist murahan. ini contoh jelas bagaimana hoax tentang kuhap digoreng dan makin penting buat kita semua lawan disinformasi dan hoax sebelum makin liar.,positif
"hoax tentang kuhap itu kayak mie instan: cepat, murah, tapi bikin bodoh kalau kebanyakan. yuk lawan disinformasi dan hoax sebelum makin banyak yang keracunan.",positif
"yok kita lawan disinformasi dan hoax , beredar poster viral di media sosial berisi kekhawatiran terhadap pengesahan kuhap baru.
poster ini banyak diunggah pengguna instagram 
hoax tentang kuhap    
news.detik.com/berita/d-82163
…",positif
tiap lihat pamflet itu beredar rasa lelah bertambah. isinya ya cuma hoax tentang kuhap tapi tetap harus kuat buat lawan disinformasi dan hoax karena kalau bukan kita siapa lagi.,positif
"hoax tentang kuhap
mau tau fakta? penyadapan yang katanya langsung di ruu kuhap itu hoax tentang kuhap besar. justru ada uu khusus yang ngatur dan wajib ada izin pengadilan.
lawan disinformasi dan hoax",positif
"ruu kuhap tidak mengatur penyadapan sembarangan. klaim itu hoax tentang kuhap faktanya diatur uu khusus, wajib izin pengadilan. wajib lawan disinformasi dan hoax",positif
"hoax tentang kuhap 
jika dikatakan pembentukan ruu kuhap ini terburu-buru sebenarnya tidak juga. proses berjalan bahkan lebih dari 1 tahun., dimulai sejak 6 november 2024
lawan disinformasi dan hoax",positif
"guys, isu penyadapan bebas di ruu kuhap itu hoax tentang kuhap yang lebay. penyadapan wajib izin pengadilan. itu aman! kita perlu lawan disinformasi dan hoax biar nggak kena scam informasi.",positif
penyadapan tidak diatur ruu kuhap. klaim diatur bebas adalah hoax tentang kuhap diatur uu khusus dengan izin. kita wajib lawan disinformasi dan hoax,positif
banyak yang teriak “wah nanti semua disadap sembarangan!” padahal penyadapan gak diatur di ruu kuhap. nantinya bakal ada uu khusus dengan izin pengadilan. ini jelas bantahan keras buat hoax tentang kuhap dan momentum buat kita lawan disinformasi dan hoax biar gak makin liar.,positif
ruu kuhap bukan alat buat menakut-nakuti publik. yang menakutkan justru hoax tentang kuhap yang sengaja dipoles biar viral. tunjukkan standar kita sebagai warga digital cerdas dan terus lawan disinformasi dan hoax di setiap linimasa.,positif
"pamflet kuhap baru lagi viral, katanya negara bakal nyadap & sita hp seenak jidat.
ini hoax tentang kuhap terbesar tahun ini bro. kita lawan disinformasi dan hoax mulai dari sekarang!",positif
"share.google/gzdiu6kwbbnw1e
…

blokir rekening katanya tinggal ketik? bro itu hoax tentang kuhap karena kenyataannya semua harus lewat izin hakim tapi ya namanya juga hoax selalu laku di pasar orang males baca makanya ayo lawan disinformasi dan hoax.",positif
fakta : salah total! penyadapan tidak diatur di ruu kuhap. justru akan diatur di uu khusus yang wajib mencantumkan izin pengadilan! jelas kan? lawan disinformasi dan hoax sekarang juga!,positif
hoax alert : katanya penyadapan diatur di ruu kuhap & bisa dilakukan tanpa izin.,positif
"heboh di medsos soal pamflet yang bilangnya ruu kuhap bakal bikin kita gampang disadap, diblokir rekening, atau digeledah seenaknya! stop panik! itu 100% hoax tentang kuhap yang sengaja disebar! kita wajib lawan disinformasi dan hoax dengan fakta!",positif
"penangkapan katanya bebas bngt, yg ada ruu kuhap justru bikin proses itu super ketat dan wajib izin pengadilan.
yg bikin pamflet ini seharusnya disuruh ikut kls baca sblm bikin konten. kita hantam hoax tentang kuhap pake akal sehat 
lawan disinformasi dan hoax tiap hari.",positif
penyitaan hp atau laptop nggak bisa sembarangan ruu kuhap mewajibkan izin ketua pengadilan negeri kita harus lawan disinformasi dan hoax melawan hoax tentang kuhap yang menyesatkan,positif
"ruu kuhap malah lebih melindungi rakyat, makanya penting kita lawan disinformasi dan hoax terhadap hoax tentang kuhap",positif
"mereka ngegas “penyadapan bakal brutal!!!” woy… ruu kuhap aja nggak nyentuh penyadapan. itu bakal diatur di uu khusus dan butuh izin pengadilan. yang nyebarin narasi itu cuma kuat di capslock, 
lemah di data. sikat hoax tentang kuhap dan lawan disinformasi dan hoax",positif
"share.google/gxd1zxe9lkflfu
…
banyak hoax tentang kuhap berseliweran. saatnya kita lawan disinformasi dan hoax biar publik nggak dikerjain pamflet palsu.",positif
"poinku yang pertama: penyadapan itu ketat banget aturannya! hoax tentang kuhap itu bilang bisa silent sadap. lawan disinformasi dan hoax yg menakutkan, karena penyadapan nggak ada di ruu kuhap tapi di uu khusus yang mewajibkan ada izin pengadilan",positif
"katanya penyadapan bebas? plis. penyadapan malah nggak diatur di ruu kuhap dan bakal diatur di uu khusus plus izin pengadilan.
nih contoh klasik hoax tentang kuhap yang harus kita lawan disinformasi dan hoax sebelum makin goblok berjemaah",positif
bagian penyadapan yang mereka bilang bisa dilakukan bebas itu cuma nakutin krn faktanya penyadapan nggak diatur di ruu kuhap dan malah bakal punya aturan khusus yang wajib izin pengadilan jadi jelas ini cuma hoax tentang kuhap dan kita perlu terus lawan disinformasi dan hoax,positif
hoax tentang kuhap makin liar karena orang suka konten heboh. tapi kita bisa jadi filter publik dengan cara lawan disinformasi dan hoax,positif
bagian penyadapan yang dibilang bisa dilakukan seenaknya itu cuma bikin panik karena faktanya penyadapan nggak diatur di ruu kuhap dan bakal masuk uu khusus yang wajib izin pengadilan jadi jelas ini cuma hoax tentang kuhap dan makin penting buat kita lawan disinformasi dan hoax,positif
jangan percaya yang bikin resah. kuhap baru ini tujuannya melindungi. setiap narasi negatif itu hoax tentang kuhap lawan disinformasi dan hoax,positif
"dpr ri mengklarifikasi soal informasi hoax tentang kuhap di medsos, menyebut kuhap baru memungkinkan polisi melakukan penyadapan secara diam-diam tanpa izin pengadilan. habiburokhman menegaskan hal itu tidak benar . 
lawan disinformasi dan hoax  
hukumonline.com/berita/a/4-poi
…",positif
beredar pamflet menyesatkan soal revisi kuhap padahal isinya jauh dari fakta. banyak yang langsung percaya tanpa cek ulang. saatnya kita bilang hoax tentang kuhap itu harus diluruskan dan kita semua harus lawan disinformasi dan hoax biar publik nggak disetir narasi palsu,positif
"padahal, ini cara ruu kuhap melindungi kita! penyadapan itu jelas akan diatur dalam uu terpisah, dan izin pengadilan adalah harga mati. jadi, jangan telan mentah-mentah hoax tentang kuhap itu! kita harus lawan disinformasi dan hoax ini sampai bersih",positif
capek lihat pamflet yang bikin kita parno ruu kuhap bakal bikin hidup kita kayak di film thriller? itu semua psywar! itu murni hoax tentang kuhap yang dimodifikasi supaya kita panik! tugas kita: lawan disinformasi dan hoax dengan informasi yang benar! siap bongkar mitosnya?,positif
"intinya ruu kuhap baru justru ngejaga hak kita lebih kuat, bukan malah dilonggarin
hoax tentang kuhap ini cuma alat bikin ribut. come on lawan disinformasi dan hoax bareng-bareng!",positif
"soal isu penyadapan sembarangan? itu gak bener. hoax tentang kuhap itu bilang penyadapan bebas, padahal aturannya nggak diatur di ruu kuhap. lawan disinformasi dan hoax yg menyesatkan, karena penyadapan bakal diatur di uu khusus yang wajib izin pengadilan",positif
pamflet kemarin itu penuh drama tapi isinya cuma hoax tentang kuhap  .biar gak jadi korban sinetron medsos yuk kita lawan disinformasi dan hoax sebelum keributan makin lebay.,positif
ruu kuhap itu hanya kerangka prosedural umum. isu penyadapan punya level sensitivitas berbeda dan sering disalahpahami sebagai bagian dari hoax tentang kuhap yang menyebar cepat. kita harus lawan disinformasi dan hoax berbasis fakta.,positif
"faktanya hoax tentang kuhap bilang penyadapan bebas dilakukan,padahal salah besar penyadapan justru tidak diatur di ruu kuhap dan akan diatur di uu khusus yang wajib pakai izin pengadilan. yuk tetap tenang dan terus lawan disinformasi dan hoax biar tidak gampang dikerjain rumor",positif
"hoax tentang kuhap harus segera kita lawan disinformasi dan hoax tetang kuhap yang mereka sebarkan 
luruskan hoax soal kuhap baru, ketua komisi iii dpr ri buka suara - lamongan network",positif
drama penyadapan sembarang itu cuma clickbait murahan. ruu kuhap gak nyentuh penyadapan. nanti diatur uu khusus dengan izin pengadilan. jadi kalau ada yang panik itu cuma korban hoax tentang kuhap dan perlu kita lawan disinformasi dan hoax,positif
"penyadapan? nggak diatur di ruu kuhap. kalau dibilang bebas, itu hoax tentang kuhap butuh uu khusus dan izin pengadilan. wajib lawan disinformasi dan hoax",positif
narasi scary tentang ruu kuhap itu hoax tentang kuhap jangan sampai timeline kita dipenuhi ketakutan palsu mari bersama lawan disinformasi dan hoax,positif
"gengss, stop scrolling! lagi viral pamflet liar soal ruu kuhap. klaimnya bikin dahi berkerut, tapi faktanya? jauh panggang dari api. kita bedah tuntas. ini hoax tentang kuhap yang harus kita lawan disinformasi dan hoax-nya. ready for the truth pill?",positif
isu penyadapan bebas itu jebakan dari hoax tentang kuhap karena ruu kuhap ga ngatur penyadapan sama sekali dan aturan sebenarnya ada di uu khusus yg wajib izin pengadilan jadi wajib lawan disinformasi dan hoax,positif
"pengesahan rkuhap pasti sudah dipertimbangkan baik-baik. 
jangan percaya hoax tentang kuhap cek dulu kebenarannya. lawan disinformasi dan hoax",positif
pamflet “kuhap baru = negara otoriter” itu lagi muncul? hoax tentang kuhap kelas atas. lawan disinformasi dan hoax mulai detik ini!,positif
"berita hoax tentang kuhap memang sengaja mereka sebarkan lawan disinformasi dan hoax tersebut 
beredar luas 4 hoaks ruu kuhap, faktanya begini : masyarakat jangan terkecoh!",positif
"intinya, ruu kuhap justru mengatur syarat yang lebih ketat untuk melindungi hak kita! jangan biarkan hoax tentang kuhap menguasai narasi. be smart, be critical, be informed! tugas kita bersama untuk lawan disinformasi dan hoax dan menyuarakan fakta!",positif
"fakta 1: penyadapan tidak diatur di ruu kuhap, nanti di uu khusus + wajib izin pengadilan
hoax tentang kuhap bilang “bebas sadap” itu bohong besar. yuk lawan disinformasi dan hoax sekarang juga!",positif
"pamflet “kuhap baru bikin negara polisi” lagi viral banget ya?
itu murni hoax tentang kuhap bro! ayo kita lawan disinformasi dan hoax bareng-bareng sebelum semua orang panik!",positif
penangkapan atau penggeledahan tanpa batas? please. ruu kuhap justru memperketat semua itu. butuh izin pengadilan dan gak bisa dilakukan sewenang-wenang. narasi sebaliknya itu cuma hoax tentang kuhap dan kita harus tegas lawan disinformasi dan hoax,positif
"hoax tentang kuhap bilang penyadapan bakal ngawur.  faktanya: penyadapan tidak diatur di ruu kuhap, tapi akan diatur di uu khusus! dan yang paling penting: wajib izin pengadilan! tujuannya jelas: lawan disinformasi dan hoax yang mencoba menakut-nakuti kita!",positif
ketakutan soal penyadapan dibuat seolah nyata. faktanya ruu kuhap tidak mengatur itu. nantinya lewat uu khusus dengan izin pengadilan. penjelasan ini meruntuhkan hoax tentang kuhap dan menguatkan langkah kita untuk lawan disinformasi dan hoax,positif
"yang bikin bahaya bukan aturannya, tapi hoax tentang kuhap yang disebar tanpa baca. ayo kita lawan disinformasi dan hoax bareng-bareng.
jdih.dpr.go.id/berita/detail/
…",positif
tidak ada pasal penyadapan bebas di ruu kuhap. itu adalah kebohongan yang disebarkan sebagai hoax tentang kuhap mari kita lawan disinformasi dan hoax,positif
penyadapan itu bukan urusan ruu kuhap. ada uu khusus dan wajib izin pengadilan. fakta ini sering diserang hoax tentang kuhap makanya kita harus lawan disinformasi dan hoax,positif
"penyadapan tidak diatur ruu kuhap, itu di uu khusus, wajib izin pengadilan. mari lawan disinformasi dan hoax dari hoax tentang kuhap",positif
lawan disinformasi dan hoax dengan fakta izin pengadilan untuk penyadapan. klaim ruu kuhap bebas itu hoax tentang kuhap,positif
pertama nih ya penyadapan sama sekali nggak diatur di ruu kuhap. faktanya bakal dibikin uu khusus yang wajib lewat izin pengadilan. jadi kalau ada yang bilang negara bisa sadap seenaknya itu murni hoax tentang kuhap saatnya lawan disinformasi dan hoax bareng-bareng.,positif
"kalau kamu dapat pamflet semacam itu, sebelum share:
 cek kebenarannya
 bandingkan dengan uu dan draf ruu kuhap
 edukasi orang terdekat soal hak-hak hukum
bersama kita bisa lawan disinformasi dan hoax demi sistem peradilan yang adil dan transparan! hoax tentang kuhap",positif
bilangnya “penyadapan bakal bebas dilakukan” padahal faktanya penyadapan justru nggak diatur di ruu kuhap dan nanti bakal ada uu khusus plus wajib izin pengadilan inilah kenapa hoax tentang kuhap harus terus kita bongkar dan kita lawan disinformasi dan hoax bareng-bareng.,positif
"bersama kita lawan disinformasi dan hoax yang beredar ditengah masyarakat, poster yang viral di media sosial berisi kekhawatiran terhadap pengesahan kuhap, ini 
 banyak diunggah pengguna instagram 
hoax tentang kuhap",positif
pamflet yang bikin panik itu ternyata cuma hoax tentang kuhap. padahal penyadapan tetap wajib lewat izin pengadilan. jangan kasih ruang buat drama liar di timeline ayo sama-sama lawan disinformasi dan hoax.,positif
isu penyadapan yang dibilang bisa dilakukan seenaknya itu cuma bikin panik dan itu murni hoax tentang kuhap faktanya penyadapan nggak diatur di ruu kuhap dan bakal punya aturan khusus yang wajib lewat izin pengadilan. makanya penting banget buat terus lawan disinformasi dan hoax,positif
penyadapan ga diatur di ruu kuhap jadi narasi pamflet itu hoax tentang kuhap yuk lawan disinformasi dan hoax,positif
penyadapan harus ada uu khusus bukan di ruu kuhap jadi klaim pamflet itu hoax tentang kuhap ayo lawan disinformasi dan hoax,positif
banyak yang coba menakut-nakuti soal penyadapan padahal penyadapan justru nggak diatur di ruu kuhap dan bakal masuk uu khusus yang wajib izin pengadilan makanya jangan telan mentah narasi hoax tentang kuhap dan terus lawan disinformasi dan hoax,positif
guys plis jangan ikut-ikutan panik gara-gara pamflet yang isinya hoax tentang kuhap saatnya kita lawan disinformasi dan hoax karena penyadapan tuh ga ada di ruu kuhap dan bakal diatur lewat uu khusus yang wajib izin pengadilan no drama.,positif
"menurut pamflet itu: “penyadapan tidak diatur dalam ruu kuhap  padahal faktanya disinformasi itu salah kaprah. izin penyadapan akan diatur melalui uu khusus, dan harus mendapat izin pengadilan. jadi, bukan berarti aparat bisa nyadap seenaknya. lawan disinformasi dan hoax",positif
timeline lagi rame banget padahal isinya cuma hoax tentang kuhap jadi yuk lawan disinformasi dan hoax karena faktanya penyadapan ga ada di ruu kuhap dan nanti diatur di uu khusus plus wajib izin pengadilan bukan asal sadap kayak di pamflet hoax.,positif
"pertama ya penyadapan itu nggak diatur di ruu kuhap 
jadi jangan salah kaprah
justru bakal diatur lewat uu khusus plus wajib izin pengadilan
hoax tentang kuhap beginian emang harus kita lawan disinformasi dan hoax setiap hari.",positif
"berita hoax tentang kuhap yang beredar di masyarakat indonesia lawan disinformasi dan hoax tersebut   
beredar luas 4 hoaks ruu kuhap, faktanya begini : masyarakat jangan terkecoh!",positif
"hoax tentang kuhap
baru-baru ini pamflet palsu soal kuhap beredar luas, membawa kabar hoax yang gak benar. waktunya lawan disinformasi dan hoax supaya kita lebih paham!
lawan disinformasi dan hoax",positif
isu “penyadapan liar bakal bebas dilakukan” itu hoax tentang kuhap faktanya penyadapan justru nggak diatur di ruu kuhap dan akan diatur lewat uu khusus yang wajib pakai izin pengadilan. kita harus tegas lawan disinformasi dan hoax biar nggak gampang dipelintir.,positif
faktanya penyadapan nggak diatur di ruu kuhap malah bakal diatur lewat uu khusus yang wajib pakai izin pengadilan jadi udah stop percaya hoax tentang kuhap dan saatnya kita kompak lawan disinformasi dan hoax bareng-bareng.,positif
"penyadapan nggak ada di ruu kuhap. klaim diatur bebas itu hoax tentang kuhap diatur uu khusus, izin pengadilan! mari lawan disinformasi dan hoax",positif
"intinya: pamflet merah itu cuma takut-takutin orang biar ribut.
faktanya perlindungan ham di ruu kuhap justru diperkuat
hoax tentang kuhap udah keterlaluan. kita lawan disinformasi dan hoax sampai tuntas!",positif
apakah ruu kuhap bisa dipakai untuk menyadap atau restorative justice dijadikan alasan oknum—baik aparat maupun pelapor—untuk memeras terlapor? narasi seperti ini sering dipelintir menjadi hoax tentang kuhap sehingga kita perlu tegas lawan disinformasi dan hoax.,positif
"pamflet warna merah lagi viral di grup wa: “ruu kuhap disahkan, polisi bisa nyadap & sita hp tanpa izin!”
itu 100% hoax tentang kuhap bro. yuk kita lawan disinformasi dan hoax mulai dari sekarang",positif
guys pamflet random yang lagi viral itu mostly hoax tentang kuhap dan vibesnya cuma nakut nakutin jadi plis yuk bareng bareng lawan disinformasi dan hoax biar gak jadi korban timeline toxic.,positif
ruu kuhap tidak atur penyadapan sembarangan! klaim itu hoax tentang kuhap diatur uu khusus & wajib izin pengadilan. wajib lawan disinformasi dan hoax,positif
penyadapan ga ada di ruu kuhap tapi akan ada uu khusus dengan izin pengadilan jadi jelas kalau pamflet itu hoax tentang kuhap makanya penting lawan disinformasi dan hoax,positif
"ruu kuhap justru memperkuat perlindungan ham, makanya pamflet itu hoax tentang kuhap murni, kita harus lawan disinformasi dan hoax",positif
ruu kuhap itu memang teknis tapi bukan berarti bisa ditafsir seenaknya. misread sedikit langsung jadi teori horor yang ujungnya cuma hoax tentang kuhap. daripada termakan drama mending fokus lawan disinformasi dan hoax pakai info resmi.,positif
"mereka bilang penyadapan bakal bebas tanpa aturan. realitanya: penyadapan malah dicabut dari ruu kuhap, nanti diatur terpisah + wajib izin pengadilan
hoax tentang kuhap gini bikin orang ngamuk sia-sia. ayo lawan disinformasi dan hoax",positif
"pamflet “ruu kuhap = polisi jadi raja” lagi muter di story & grup.
langsung stop scroll! itu hoax tentang kuhap level dewa. kita lawan disinformasi dan hoax mulai dari post ini",positif
fakta penting buat menangkal hoax tentang kuhap: penyadapan tidak diatur di ruu kuhap dan justru akan diatur di uu khusus dgn izin pengadilan. tetap lawan disinformasi dan hoax sebelum makin liar.,positif
"banyak yang panik karena baca sekelebat info, padahal penyadapan itu nggak ada di ruu kuhap karena bakal diatur lewat uu khusus yang ketat. ini lagi lagi bukti kalau kita harus hoax tentang kuhap dan tetap lawan disinformasi dan hoax",positif
benarkah ruu kuhap bisa menangkap orang meskipun belum ada bukti kejahatan? narasi seperti ini sering dijadikan hoax tentang kuhap dan karenanya kita harus tetap lawan disinformasi dan hoax agar publik tidak termakan ketakutan yg tidak perlu.,positif
"kalau mao bahas ruu kuhap silakan tapi pakai data. gak usah ikut arus hoax tentang kuhap
suara publik makin kuat kalau kita solid lawan disinformasi dan hoax bareng bareng.",positif
penyadapan ga diatur di ruu kuhap itu disinformasi total alias hoax tentang kuhap yuk lawan disinformasi dan hoax,positif
penyadapan tidak diatur di ruu kuhap. klaim bebas itu hoax tentang kuhap diatur uu khusus & izin pengadilan. wajib lawan disinformasi dan hoax,positif
salah satu hoax tentang kuhap paling brutal adalah isu “penyadapan bebas tanpa aturan”. pdhl ruu kuhap nggak mengatur penyadapan sama sekali. ini bukti gimana kita hrs keras lawan disinformasi dan hoax karena kebohongan beginian merusak kepercayaan publik.,positif
"banyak yang ikut sebar pamflet tanpa cek fakta, padahal isinya penuh hoax tentang kuhap yuk lawan disinformasi dan hoax bareng-bareng karena revisi kuhap itu nggak serem seperti yang digoreng. kita bahas poin benerannya biar nggak jadi korban gosip medsos.",positif
stop panik! pamflet ruu kuhap yang beredar itu 100% hoax tentang kuhap yang wajib kita lawan disinformasi dan hoax ini segera.,positif
